idx,BuoyID
282,300234067066520
283,300234067068380
284,300234067423940
285,300234067428260
286,300234067526440
287,300234067608220
288,300234067700680
289,300234067700760
290,300234067705700
291,300234067705760
292,300234067706680
293,300234067707750
294,300234067766970
295,300234067871930
296,300234067875910
297,300234067878310
298,300234067975330
299,300234067975500
300,300234067977270
301,300234068040050
302,300234068043580
303,300234068044480
304,300234068045040
305,300234068045430
306,300234068066320
307,300234068121990
308,300234068123990
309,300234068125990
310,300234068129990
311,300234068160720
312,300234068164710
313,300234068166760
314,300234068169760
315,300234068210310
316,300234068213470
317,300234068215980
318,300234068218450
319,300234068220020
320,300234068221000
321,300234068222000
322,300234068225020
323,300234068225520
324,300234068226020
325,300234068240840
326,300234068240860
327,300234068240880
328,300234068240980
329,300234068241250
330,300234068241620
331,300234068242250
332,300234068280900
333,300234068281900
334,300234068283890
335,300234068287880
336,300234068312200
337,300234068316210
338,300234068318250
339,300234068325170
340,300234068326160
341,300234068328160
342,300234068341220
343,300234068341230
344,300234068341280
345,300234068445860
346,300234068446300
347,300234068447210
348,300234068448270
349,300234068448770
350,300234068449000
351,300234068449260
352,300234068449300
353,300234068487020
354,300234068514740
355,300234068524740
356,300234068527600
357,300234068528490
358,300234068529570
359,300234068541150
360,300234068700290
361,300234068700320
362,300234068701300
363,300234068704730
364,300234068705280
365,300234068705730
366,300234068706290
367,300234068706330
368,300234068707340
369,300234068708320
370,300234068708330
371,300234068709320
372,300234068713430
373,300234068760770
374,300234068762760
375,300234068763720
376,300234068763750
377,300234068766740
378,300234068766770
379,300234068813600
380,300234068813870
381,300234068814620
382,300234068910590
383,300234068910810
384,300234068911790
385,300234068911820
386,300234068912800
387,300234068912810
388,300234068915790
389,300234068916790
390,300234068916810
391,300234068917830
392,300234068918800
393,300234068919740
394,300434060175780
395,300434061137870
396,300434061139990
397,300434061224420
398,300434061228900
399,300434063386840
400,300434064566570
401,300534060057710
402,300534060151880
403,300534060166870
404,300534060168940
405,300534060210320
406,300534060314430
407,300534060314460
408,300534060319430
409,300534060426630
410,300534060617370
411,300534060951200
412,300534060954010
413,300534060954360
414,300534061094020
415,300534061096030
416,300534061252920
417,300534061256910
418,300534061341560
419,300534061345540
420,300534061348580
421,300534061349520
422,300534061512090
423,300534061553780
424,300534061592170
425,300534061614250
426,300534061780910
427,300534061783870
428,300534061784850
429,300534061785890
430,300534061800900
431,300534061801880
432,300534061805870
433,300534061805890
434,300534061806870
435,300534061807880
436,300534061808320
437,300534061809880
438,300534061901380
439,300534061902360
440,300534061902370
441,300534061903620
442,300534061904360
443,300534061904370
444,300534061904630
445,300534061906370
446,300534061907360
447,300534061907380
448,300534061907610
449,300534061908610
450,300534061981520
451,300534061984520
452,300534061986510
453,300534061986530
454,300534062020890
455,300534062020970
456,300534062021930
457,300534062022970
458,300534062023880
459,300534062023960
460,300534062025510
461,300534062025520
462,300534062026520
463,300534062027650
464,300534062028520
465,300534062029650
466,300534062029960
467,300534062070970
468,300534062071120
469,300534062072970
470,300534062074080
471,300534062074960
472,300534062075110
473,300534062075120
474,300534062078110
475,300534062120840
476,300534062122480
477,300534062122830
478,300534062123830
479,300534062124450
480,300534062125830
481,300534062126820
482,300534062171020
483,300534062171030
484,300534062171040
485,300534062172030
486,300534062174040
487,300534062174060
488,300534062175050
489,300534062175230
490,300534062176010
491,300534062177000
492,300534062177020
493,300534062192260
494,300534062196230
495,300534062590770
496,300534062591760
497,300534062593800
498,300534062596790
499,300534062598760
500,300534062599770
501,300534062720770
502,300534062721510
503,300534062722530
504,300534062724770
505,300534062726500
506,300534062789590
507,300534062891690
508,300534062893740
509,300534062894700
510,300534062894740
511,300534062895700
512,300534062895730
513,300534062897730
514,300534063012410
515,300534063014500
516,300534063015400
517,300534063015430
518,300534063016410
519,300534063050430
520,300534063051450
521,300534063052380
522,300534063054440
523,300534063056460
524,300534063058450
525,300534063058460
526,300534063255480
527,300534063482290
528,300534063482670
529,300534063482680
530,300534063483320
531,300534063484300
532,300534063485680
533,300534063486580
534,300534063486690
535,300534063486700
536,300534063487700
537,300534063488700
538,300534063489320
539,300534063683310
540,300534063688470
541,300534063689460
542,300534063708990
543,300534063800110
544,300534063803090
545,300534063803110
546,300534063803130
547,300534063804120
548,300534063804280
549,300534063804290
550,300534063804320
551,300534063805120
552,300534063805140
553,300534063806270
554,300534063806290
555,300534064067300
556,300534064067330
557,300534064261620
558,300534064262600
559,300534064263610
560,300534064263620
561,300534064263630
562,300534064264610
563,300534064264630
564,300534064266590
565,300534064266620
566,300534064268590
567,300534064268600
568,300534064360510
569,300534064360830
570,300534064361490
571,300534064361500
572,300534064362500
573,300534064362820
574,300534064363490
575,300534064363500
576,300534064364400
577,300534064364470
578,300534064364500
579,300534064364820
580,300534064365490
581,300534064365500
582,300534064368480
583,300534064368500
584,300534064368820
585,300534064407400
586,300534064423650
587,300534064428630
588,300534064461170
589,300534064462170
590,300534064466170
591,300534064468160
592,300534064468370
593,300534064469160
594,300534064484380
595,300534064585600
596,300534064590290
597,300534064590720
598,300534064592090
599,300534064598690
600,300534064599020
601,300534064723490
602,300534064921820
603,300534064921850
604,300534064926830
605,300534064929840
606,300534065160750
607,300534065160760
608,300534065160780
609,300534065160910
610,300534065161780
611,300534065161880
612,300534065161910
613,300534065162700
614,300534065162740
615,300534065162750
616,300534065162880
617,300534065163870
618,300534065163910
619,300534065164720
620,300534065164870
621,300534065164880
622,300534065164900
623,300534065165700
624,300534065165780
625,300534065165900
626,300534065166690
627,300534065167750
628,300534065167770
629,300534065167790
630,300534065167910
631,300534065168690
632,300534065168780
633,300534065168790
634,300534065168860
635,300534065168910
636,300534065217050
637,300534065217560
638,300534065218030
639,300534065218050
640,300534065218550
641,300534065219020
642,300534065219030
643,300534065219550
644,300534065281030
645,300534065282020
646,300534065282030
647,300534065283030
648,300534065285020
649,300534065285030
650,300534065286030
651,300534065287020
652,300534065287030
653,300534065472480
654,300534065477480
655,300534065820730
656,300534065822750
657,300534065825770
658,300534066610750
659,300534066611760
660,300534066611770
661,300534066617750
662,300534066919120
663,300534067120090
664,300534067120460
665,300534067122450
666,300534067123470
667,300534067125470
668,300534067127470
669,300534067129080
670,300534067129440
671,300534067318090
672,300534067319090
673,300534067413570
674,300534067415720
675,300534067419560
676,300534067419730
677,300534067520880
678,300534067521880
679,300534067524860
680,300534067524870
681,300534067525850
682,300534067525860
683,300534067527860
684,300534067527890
685,300534067529340
686,300534067614280
687,300534067620010
688,300534067810230
689,300534067810540
690,52960
691,6203664
692,6301581
693,6301584
694,6301586
695,6301587
696,6301588
697,6301589
698,6301634
699,6301635
700,6401600
701,6401601
702,800043
703,800044
704,900094
705,900102
706,900120
707,900121
708,900122
709,900124
710,900126
711,900131
712,900136
713,900137
714,900139
715,900143
716,902005
717,902008
718,902014
719,300234061369160
720,300234062326370
721,300234063949570
722,300234061369210
723,300234062429080
724,900093
725,300234068514830
726,300234062887810
727,300234068816640
728,300234066024220
729,300234067527560
730,210165
731,300534064369820
732,41081
733,300234066348820
734,300434061234000
735,800045
736,300234060436000
737,300234065745810
738,41080
739,900111
740,800046
741,300234068918790
742,300234060341390
743,300234068314190
744,300234065802000
745,300234063982330
746,300234061162580
747,300234061164500
748,300234068044050
749,300534063051410
750,300234062957970
751,300234060834110
752,300534063488690
753,900140
754,300534064468030
755,6401602
756,300234066308010
757,900078
758,900103
759,300234064130710
760,300234067001120
761,53093
762,300534063680470
763,300534067817230
764,6301641
765,300234062888930
766,300234062427080
767,300234062884920
768,300234062558760
769,902015
770,300234063984340
771,300234062880930
772,300234067876920
773,900083
774,900069
775,300234065743760
776,300534063489300
777,900115
778,300234064506420
779,300234065746740
780,300234065749690
781,300234065511730
782,300234065512260
783,300234065747810
784,6301582
785,300234067977320
786,300234063685310
787,300534062497970
788,902012
789,300234064139680
790,300234063804040
791,300234066033320
792,300234068118580
793,300234068519770
794,900116
795,300234067527540
796,300234068312210
797,300534060319790
798,300234065716170
799,300234065718230
800,300234068446190
801,300234065705760
802,300234065746750
803,300234066532050
804,300234065804660
805,300234065745780
806,300234065869130
807,53001
808,52959
809,300234068210190
810,300234068219470
811,300534061353000
812,800041
813,900104
814,300534061905370
815,300234068241270
816,300234068449290
817,300234068241870
818,300234066345560
819,300234066417880
820,52988
821,300234066897280
822,900130
823,900141
824,300234068706760
825,300234068760760
826,900113
827,300234067874910
828,300534061787870
829,300534061342590
830,300534063054450
831,300534062177030
832,900129
833,300534060951600
834,300234068764740
835,900128
836,300234068768730
837,900117
838,900118
839,300534060316760
840,300534060314800
841,300534067521860
842,900127
843,902002
844,300534063800100
845,300534062026670
846,300534062265120
847,300534064588490
848,6301583
849,300534064361810
850,300534064366820
851,900135
852,300534062129820
853,300534063802100
854,902006
855,300534062896730
856,300534062029520
857,902009
858,300534062078080
859,300534062836780
860,902013
861,300534062724510
862,300534064361820
863,300534064480390
864,300534067128450
865,900138
866,902011
867,300534063015410
868,300534063018410
869,300534063484560
870,300534064267620
871,902007
872,300534063489680
873,300534067815570
874,300534066618760
875,900096
876,300534067819640
877,6301638
878,6301637
879,6301636
880,300534064367480
881,900106
882,300534065829800
883,300534066614760
884,300534065161800
885,300534065216040
886,300534064369490
887,300534065163770
888,300534067819150
889,300534064599100
890,300534064599030
891,300534065160770
892,300534067611280
893,902019
894,300534067613250
895,300534065163920
896,300534067810190
897,902017
898,300534067811120
899,300534067810200
900,6401599
901,900133
902,300534067614270
903,902016
904,902022
905,902018
906,902020
